Sample in Buffer,Sample in Window,TRIGGER,MyRtl_i/microphone_mgr_0_PDM_vector_full_STROBE,MyRtl_i/microphone_mgr_0_audio_data_vector_OUT[1023:0]
829,829,0,1,1100111001010011010011100011001100110011010011010011001100101100101011001101001011000111001100100111001100100111001001110011000110011010110001101001110001110001100110011001110001100110011010011001101001100110011000111010011010010110001110011001011001001110011001100011001110011001010011011000111000110011100011100100110011010100111000101100110100110011010100110001110101001100101011001011000111010011001100011010101100011100101010101010101100011001100111001001110010011001100110101010011001100110010110011100010011101001100110010011101001100011100100111100001101001110011001010100111000110110001100110110001101001110001100110101001101001100111000011110001011001100110011001100110011001100100111001100110011001010011100110001110001110011001001101100011100011010101010110001100110011100011100011001110001100101100111000110011001100110011010011001100110011001100110001110011100010101010110011001011000111001100101100011100011100110001110010101010011100100111001010011011000110011100011011000101100111000110011010011100011001011
830,830,0,1,0011001100111000110001110100110011001100101011001100110001110011001100101100011100110001101100110001110010101011000111000111001010100111001010100111001010100110110001101010011100100110101010011100011001100111000111000110010110100111000110100110011001101010011001101001100110011001100110100110011001100101100101100110011001100110001110100110001110011001011001001110100110010110001101011001100011100110001110011000111001010101100011100011100101100011100011100011100101010101010011100110001101011000110011100101001110011000110011100011100100110110001100111001010101010011100011010101001110010101001110001101001110001110001100111000111000110011100100110101010100110101010100110110001100110011100101001110001100110011100101010011010011100011010011011000110011001110011000101100110011100110001100110011010101001110001101100001111000111000110011001110011000101100110011100101001101011000011110010011010101010011010101001101010011100011001110001100110101010011100011001110001100110011100100111000110011001101100011001101010101001101
831,831,0,1,0100110100111000110011001110001100111000101101010011100010110011100011100001111000110011100011001100110100111000110011001110001100101100111001001101001100110101001100111000110011001110001100110011010101010100110100110101001101001110001100111000110011001110001101010011100011001100111000110110001011001110001110001100110011100011100011001100111001001101010011011000101100111000111000110011100011010011100011001101010101010100110110001100110011100101010011011000101100111001011000011110010110001100101101100101001110010100110101100011001101100101100011001110001110010101010101100011001110011000111001001110010101010101011001001110010110010011100110001110010110010011100110011001010101011000111010011001100011100101100110001111000101011001011000111100011001100110010110010110011001110001100101100110011001110001100110011001110001100101101010101010011001110001110001011001101100011100011010101010100111001001101011000110101010101011000111000110101100011100101010110001110001110011000111001010110001110011000111001100110001101100
832,832,0,1,1100011100110011001100011011001100110010101100101100110001110101001100011100110100110010110001110101001100101100110001111000110010110011000111100011001011001100110010110011010100110011001011001100110011100010110010110011010100110100110011010011001101001101010011001101001101010011001101011000101100110011011000111000110011001101001110011000110010110110001101010101001110001110001100111000110110001100111001100011001110001101011000110011100110001101001110001110001110001101100011001110010101011000110011011000111000111001001110001101011000110011100110001100111001010011100011100011100011011000110101011000110011100101010101001110011000110011010110001110001110010011100101010011100011100100111001100011010110001101011000111001100011010110001110011000111000111001010101011001010101100011100110010011100101100011100110011000110101100110001110010110010101100011101001010110001110001110100110010100111001100101011000111001100011100101011001100011010110010110001110010101010110010101010110001110010101010110001110010101010110001110
833,833,0,1,0100111001100011011000111001010100111001100100111000111001010101010110001101011000111001100011010110001110001110011000111000111001010101010110010101010101100011100110010011100110010101010101100101011001001110100110001110010110010100111010011001100100111001011001011000111001100110010110001110001110100110010110001101100101100011100110010110001110010101100011100101011000111000111001100101001110001110001110011000110011010110001110001110001101010011100100111000110011010101010100111000110011001110001110001100110011100011001100111000110011010011010011100001111000110011001100110011100011000111100011001100110010110011001101001100110011001100011100110100110011001011000111001100110011001010101100101011001010101100101011001010100111010010101100011001110011001001110001110001101011000110101010101010011100011001110010011010100110011100011001100111000101100110011001101100001110011001100101100110011001100011100110011001010101011000111001011000110101100100111000111000110110001100110110001100110101010100110100110101001100110011
834,834,0,1,1000101100110011001100110011001100110100110010100111100010110010101100110001110011001100101100011100011100110011000111000111001100011100101010101010101011000111000111000111001001110010100111000110101010101001110001100111001001100111000110011010100110100111000110001110110001011001101001100110011001100110001110101001100101010110010110001110011001100101001110010101011000110101100011100011100011010011100100111000110011100011001100111000110101001101001100110011100011001011001100111000101100110011001100110011010011001100101011001100110011001011001011001100101100011101001100101100011010110010110010011101000111001010011100101001110010011100011010101001110001100110101001101001110000111010100110011001100110001110100110011001001110011001010101100011100011100011100100111000111000110011010101001110001100110011010011100010101100110011001100110100110010110001110011010010101011000111001100100111001100011100011010011100110001110001100110011011000110100111000110011001101010011010011001101001101001011001100110010110011001100110
835,835,0,1,0110011000110110011001011000111010011000110011100110011001001101010101100011010011100100111000111000110010110011100101001100110011001100110011010011001100101011001011001100101100011100110001110010011100110010011100011001101100011100011001101001110001101001101001100110011100001110011100010101100110011001100101100101011001100110001110011001100011010101100100111001100101001101100011001110010110001010110101010101010011001110000111100011001100110011001100101100110011001100110010101100011100110011000111001010101100011100101010110001100111001100100110101100011001101001110011000110011010100111000101100111000111000101100101101011000011110001100101100110011100001110011010011001010110011001011000111010011001010101010110001110011000110011100110010011100011001101100011010011100011001101010011001110001100110010110011010100110011001100101100101100110011001100101010110010110010110010101011000111001100101010101010110001101100011100101010011100101010101001110001101010101010011100011100011001100111000110101010011010100110011010
836,836,0,1,0111000110011001011001110001011001100111000011100110100110011001011001010110011001100110001110011001100101001110011001100011100011011001010110001101010101011000110101010011100100110101001110001101010011001110001100110101001100110101010011001100110011100010011110010011001100110001111000110011001100110011000111100010110010011110001100110010101100011100110100110010101010110010110001110011001011000110110010100111010010101001110010100111001010011100100110110001100110101010011100011010011010011001101001110000111010011001101001100110010110001111000101100011100110011000111001100110001101011000111001100011011000111001010100111001001110010100110101010101010101001101010011100011100010110011011000110011001110001100110011010011010100110011001100110100110100110010110011001100110100110011001011001011001100101100110011001100101011001011001011001010101100110011000111001011000111001100101010110001101100101010110010100111001010110001101011000110101100011100011011000110110001100111000111001001101010011100011011000110011001110001
837,837,0,1,1001110010011010100110011100011001100110100111000110011001101010011001110001011001100110011100011001100011110010100110011001100110011001100110100110100110011001100110011001011010011001110000111001100101101001100110011001011001011001101001100011101001100110011000111001100111000011001110101001100110001110011001011001010110011000111001100110011001001110011000111010011001010011110000110110011000111001100110011000111001011001011001100011100110011001011000111001100110010101011001011000111001100110010110001101100101011001011000111001100011010110010110001100111001100011010101010011100100110011100011100011000111100110001011001100110011010011100001110100110011001100101011001101001100011100110011001100011100101100101100101011001011001100011100101100101100101011001100011101001100101100011100110010110011000111010100110001110011001100011100110011001100101100100111001110000110110001110011001100110001101100100111001100110010100111000111001010101010101100011100011001110011000110011011000110110001100110011100110001100110011100
838,838,0,1,0110101010100110101001110001101001110001101010011011000110011100011100011010101010101001110001110001101010101010110001100111001001110001110010011100011100010110110001101010101001110001100111000110011010011010101001101001100110011100011001011001100110101001101010011001100110011100011001100110101010011100011010100111000111000110110010011100110011000111001011001100110011001100110101001101001110001100111000110011100101001110010100111000111000111000110011100101001110001101010011100010110011001101100011000111010011001100110011001010101100011100110010101010110001110010100111001010101010101010101010110001100111010011000110011100110001110100101100011101001100101100110010110011100001111000110100110100110101010011010100111000110101100011001110001110010100111001100011010110001110001110010110001110001110010101010110010011100101010101011000110101011000111000111001001110001101011000110101011000110101010101010100111001011000110011011000110110001110001110001110010011100011010110001101100101010110001110001110011000111001100101
839,839,0,1,0110001110011001100110011000111001100110011001101001100110011001100110101001100111000110011001101010100111001001100110101010011100011010100110101010011100011001100110110001100111000110011001110001101010011001101001110001100110101001100111000101100110101011000011110001100111000110011100011011000110011010101100011011000111001010101010110001110011001011000111010011001011001100110011001100110100110101001100111000110011001110001101100011001101010110001100111000110110001101010101010100110110001101001110001110001101001101011000101101010011100011001110001100110110001011001110001101010101001101010101010011100011100100111001100011010110011001100011100111000101010110100110110000111100110001011001110100101001110011001011000110110011001100110011010011000111011000011101010011001101001101001100110011001101001100110011001100110010110010110010110010110001110011001100011010101010110001101100011001110011000110100111000110011100011100100111000110101100011011000110110011000111001011001011001100110011001101001101001110001100110101
840,840,0,1,1000111001100011100110010101100101100110011100010101100110101010011010011100011001011010101100010110011010011100100110011001100110011010100110011001100011101001101001100011100110011000111001100011110000111001011000111001100110100110001110011010011001100110100110100110101001101100011001101100011100110001110010101011001011001100110010110001111001001110000110110011100011001101001101001100110011100010101100101100110100110100101011000111001100110010101001110100110001101100011100011100101100011010110001110011000110110001110011000111001100110001110011001100110011010011001100110011001110011000110011001110011000111000111001010101100011100110011001100011100101011001100101100110010101100101100110011000111001100110011000111001011001011000111001100100111001100110001100110110011001010101010101010101010110001110001110011000110011100011101001010101001110010101010110001110010101011000111001100101011001010101011001100110011001100101100101100110011001110001011001100110011010101100001110011100011100011001101100011010011100110001
841,841,0,1,1001110011000111001011000111001011001100011110000111001100110011001101001100110011001100110101010100111000101100110101100011001110010011100011001110010011100011001110001100111001001110000111100100110101001100110100110100110100110011001100110011010011001100110011001100110011001100101100111000101011001101001100110100110100110100110100111000110011001101100011100100111001010011100011100110010011100110011000111001100101100101100110011000111010100110010110011000111010100110011001100011100110011010011001010110001111000011100110100101100011100101100110001110100110010101011000111001100110001110011001010101100011101001100101010101100101100101100011110000111001100101011001100110011001010110011001100110011001101001100101100101101001101010011001100110011001100111000110010110011100010110011001101100010110011001100110101100010110011001110001100110011100011010100111000101100111001010011010101001101100011001101001110011000110011001101010110001100110110001100110100111001001101010011010011100011001110001100110110001100110101010
842,842,0,1,0111001001110001100110110001110001110001110010101010110001110011001011000111001100110011001011001100110011010101001100110011001110001110001101010011100011100011100011100101010101010101011000111001010101011001001110010101010101011000111001010101100011001110011001100011001101100110001110010101100011100101100011100110011001011001010101100110101001100101100110011100011001110001100110011100011100110001100111001001110011001010100111001100011011001010110001110010011100110010101001110001110001110010100111000110101001110001101010100110101001100111000110011001101001110001100110011010100111000110011001101010101011000110011011000111001100011100101010110011001100110011001101001101001110001101001110010101010110001110011001100011101001100110100101100110011001110001011001101010100111000101100110101010011100011010011010011100011001011010101010011100010101100110110001011001100110011100011001100101100111000101100110011010100110100110100110100110011010100111000110011001110010110000111100110001101100011010110001110011001100011100
843,843,0,1,1100100111100011001100101100110011010101001101010011010011100101010011100011011000111001100011100110001110011001011001011001100110010110011010011001101100001110101001110001101010011100011100011001110011001001110001110011000111001001111000011100101011001011001100101100110010101100110011001100110011010011000111001101100001110011001100110011001101001101001100101100110011001101010011001101010011001100110101001101010100110011011000101101010101011000110011100100111001100011011001011000111001100011110001100101011001100110101001101010011100011001101010101100011100011100101100011100110011001100110010110011001100110110001100110011011000111000111000111000111001011000111001101001010110001111000110011000111100110000111010011100011010101010011100011010101011000110101011000111001100110001100111010011001100011100110011001011000111100010110011001011001100110011010011010011010011001100111000110011011000110011100011100011100101010011101001100011100101100110010110011001101010011010011010011100011010101011000110101100110010110010
844,844,0,1,1011001100110101010011010011100010111000111001100011011001100101011000111100011001100110010110011100100110100111000110011010101100011100011100110001101010110010110001110011010011000110110011001100101100110011001100110100110011001100110011100011001101001110001101010101001110010101010011101001011000111001011001100110001111001001100110011010101001101100011001101100110001110010101010110011001011001100101100110011001101001101010011001110001100110011100101100011010100111010011000111001011001011001100110011010011100010110011100011100011010110010101010110010101100110011001100110011100011001100111001010101010101011001001110100110011001100011110001100110100111000110011001110010101010101010101100011100101011000111010011001100101011001100110011001100110101001110001011001101010101010011100101100011001110101001010101100110010110011010101001101010011011000111000111001100101100011100111000110011001100111000111000110110001110011001001111000110010110011001100111000111000110101001110011000111001011000111001101001100101100110011
845,845,0,1,0101001110001011001110011000110011100101100011100110001110011001100110011001011001101010100110011100011001110001110010100111001100101100011100101100110011001110001001111001001100111000110100111001001110010011100110001110001110011001100110011000111010011010011001101001110001011001110010110001100111001100101100100111010011100001110011001110001101001110001110001101011001011001010101100110011001100110100110100111000110011010101010101011000110101100101010101100011101001100110010011100110100110011001100110010110011010011010011100011001011001100111001100011001101010011100101010100111001100011011001011001100011100110100110011100001110011100100111000110101011000111001100011100110100110011001100111000011110011000110011100011100110010101010110011001011001100110100110011010100110100110101010100111000110101100011010110001110011001010011100110100110001110001111000110011001100011110001100110011100011001100110101001110010100110100111001010101010101010110001110010101100110001110100110010110010110011001101001101001101001100111
846,846,0,1,0001100110011100101001110001101011000110101100011100011100110010011100110011001010101011001100110011001100110011001100110101001100111000110100111000110101100011010101011001011000111001011001100101011001100110100110100110011001100111001001110001100110101100011100101010101100011100101100110001110100110011001100110001111000110100110100111000101100110110001101100011010101100011010101011001010110010011110000111000111010011010011001100011101100010101100111000110011010011100011001110001101001110001101011000110011100110001101010110001101011001001110011001100011001110100110011000110011110001100101010110011001011001100110011010011001100111000011101010101001110001100111000111000110101100100111001100011100101100101100101100101100110011001100110010110101001101001101001100110101001110000111100100111000110011001110010011100011001101010100111000110101001110001100110101010100111000110011100011001110001101001110001100110100111001100001110101100011001110010100110110001100111000111001001110010110001101011000111001100011100110001
847,847,0,1,1100110011001011001011000111010100110011001100110011001100110010110101010011001100111000110011001100110101010100110100111000110011001101011000110011001110001110001100110011001110100011010011001110001100110101010100111000110011001110010100110110001100110011011001001110010011010100111001001110001101100011001110011000110110001101001110011001100011001110001110011001100011010110001110100110001101100011101001100110001110001111000110001110010110011001100110001111000101100101100110011001100101101001101001100110011001100110011010011100010110010110011100011010011010100110011001101100001111001010011010011010101001100111000110100111000110011100011001110001101001110001101100010110011011000110011100101001110001011001110010011011000110011001110011000110011001101100011010101010100111000110100111001010100111000110011100100111001001110001110001101010100111001100011001110010011100011100011100011100011010101010100111001010101001100111001010011100011001100111001100001111000110100111000110011010011010100110011100011001011001101001
848,848,0,1,1010011010011001100110011001100110011001100110011001100110011001011001100110010110011001100011101001100110011000110110010110010101100110001110011001010011100110001110010101010101010101010101011000110011100011100011010011100011010100110011100011001100110011100011001011001101001100110011001100110100101011000111100011000111001011001100011101001100101010101011001010101100011100110001110001110010101010100111001010011100101001101010011100011010101001101001101010011001101001101001100110011001100110011001010110011001100101010110011000111001100101010100111001100011010101010100111001010011010100111000110011001101010100110101001100110011001100110100110011001011001100110010110010110011000111010010110001110011000110110001110011000110011100101100011001100110110001101011000011101001110001100110001111000110011001100011100110011001100100111000111010010011100110001100110011100110010100110011010011011000101011010011100011000111100011001010110011001100011110001010011100110010110001110001110011000111000110011100101010011100011010
849,849,0,1,1010011001100111000110011001011010011001100110011001001110101001010110001101100101010101011000110101010100111000110100111000101100101101010011010011001100011101001100011100110011000111000110101100011100011100011001100111000111000011110001011001011001100110011001100011100110001101100110001100111001100011010100111000110011001110001100110011100010101011001100110100110001110010110001110011001100011010011100110001100111001001101001110001100110100110011001100110011001100110001110011000111010010100111000111001010100110100111000110011100010101100110011100001110010110001110100110010011100011100101001110001101010101001100111000110011001100110011001100110100101100011100110001110011001100011100011010011100110001100110101100011001011001110001110000111001100110100110011000111001010110010101100101010101010101010011100011100011001101010011010100110011001101001100110001110100110100100111001100011100101100011010101011000110101010011100011010011010011010101001100110011001011001100110011010011000110101011001100101010011100110010
850,850,0,1,1001101010100111000110101001101010011010011001101001100110001110101001100011100110011000110101011001010101010101100011001101100011010011100011001101010011001101001100110011100001110001110110001001110011001100110001101100011100110001110010011100100111001010011010110001100101110001101010100110011010100110011001100110010110011001100110011001010110010101011001010110001110011001010011100011100101010011100011010101100001111001010011010100110011001110001100101100110011100011000111001100110011010011001010110001110011001100101010011110000110011100110011000110011011001001110001110001101010100111000110011010101001100111000101100110011100011000111100001110101001100101100011100110100110001110001110011001100011100011100011100101001110011000110011001110010101001110001011001101010100110100110011010011001100110100110010101100110011010011001001110101001010101100101010110011000110110010101011000111000111001010110001100110101011000111000110011100011100011010011010100110100111000110011001100110011100011001100101100110011001100110
851,851,0,1,1001100011101001100110010101011001100101011001010110011000111001011000111001100011100100111001010110001110001110001101100011100101001101100011010100111001010011100011001110001101010011100011010011100011001100111000110011100011001101010011010011010100110011100011001100101101010101001110000111001101010011010011001100110100110100110011001011001110001100011110001100110011001100110011001101010011001001111000110100110010110010101101001100110101001010110001111000110010101100110011001100101100101100110011001100101011001100110011000111010011001100110010101100101100110011001011001100101100110010110011001100110011001010110011001101001100110001110101001100110011001100110010110011100011001011001101001100110101001100110100110011010011010100110011001101001101010011010100110100110011010011100011001100110100111000110011001110001100110011010101001110001011001101010011100011001101001110001100110011010101010011100011001100111000110101010011010101010011010100111001001101010011100011001110001110001100111001001110001100110101100011
852,852,0,1,1000110011100011100011100011010011100101010100110110001101010101010101010101010101010100111001100011001110010101100011010110001110010101010110001101100101010110001110011001100011001111000011100110010101010110011001010110011000111100001110011001100110011001010110011001100110100110011001100101100110011010011001110000111001110001100011110010011001101001110000111100011001101010100110100110100111000110011010011100011100011010100111000110100111001100011100011011000111000111001100100111001100110010101010110010110011001100110010110011001100110101001100110011001110001100110011011000110011100011100011001110010011100100111001010101010101011000111001010101100101010101100110001110011000111001100110011000111001100110010110001110100110100110011000111001110001011000111100011001100110100110100110011001101010100110011011000011110010100111000110011010110001100111001010101100011001110011000111000111001011001010101100011100110011001010101100101100101100110011000111100001110100110011001100101100110011001101001100110011001100110100
853,853,0,1,1100110100110100110100110100110100110011100011001110001100110011010110001100111000111000101101100011010101010110001100111001010101100011100011100100111001100110001101100101011000111010011001010110010011110001100101011001100011110001100110011000111100011001110000111001100111000110011001110001011001110001100111000110100110110001100110101100011011000110011100110010101010011100101011001010101100110001110011001100110011001010110011001110001011001100111000110011001101100011010101001110001101100011011000111001001110011001100011011000111001100110011001001110011001100110011000111001100110011010011000111001101001100110011001011001100110011001011001101001101001100011100111000101100011110001100110010110011001100110100110011001100011110001100110010110011001101001100110010110011010100110011001011001101001110001100011101001110001101001100110011001101100011001100110101010100110101010011010100111000111000110011010110001101011000110110001100111001100110001100111001100101010101100101011001010110010110010101100110011001100101100
854,854,0,1,1010110011100011000111001110001011001100110011010011010011100001110011100010110011010011100011001100101101010011100010110011010011100010110011010011010100110011100010110011001100111000110011010011001101001100111000101011001110001100110100110100111000011110001101001101010101001100110101100011001100111001010100111000111000110101010101011000110110001110010101011000111001100011100101100011100110011001011000111001100101100101100110010101100110011001100110001110100110011001100101100110001110100111000011011001100011110001011000111001101001100011100110001110011001100101011001001110100110010110001101011001100110001101100101100100111001100110010011100101011000111001100011100110001110011000111001011000111001011001010110001110011001001110011001001110100101010110001101100101011001010101100011100110010011100110001101100011101001010101011000110110001110011000111001010110001100111010011000110011100110010011100101001110010101011000110101011001001110011000110100111010010100111001001110010011100101010011100101010101010011100011
855,855,0,1,1001001101100011010011100101010100110011100100110101001110001100110011100011001101001110001100011110001100110011010011010011001011001011001101001100110011000111010011001100101010110011001100101100101011001011001100011100110100110010101011001011001011001100101100110011001100101011001100110011001011001100110011001100110011001100101100110100110011001101001100110010110011001110001010110011001100110011010011001100110010101100110011001100110010110010101100110001110011001100101010101010110001110011000110101010101100011010101010011100011010011100011100010101101010011100011001100110011100010101100110011001110001011000111100010110011000111100011001100011100111000011100101100110011001100110001110100110011000111001100110011001100011100110011000111010011001010101100101100011101001100011100101100011100101011001100011010110010101011000111000111001010101010101010100111001100011001101010101010011100100110011010101001101001110000111011000101100110010110101001100110010110011001010110011001100011100110001110011001100011001110011
856,856,0,1,0001110001101100011100011001110011000110010110110001101100010110011100101001100111000110011001101001110001101010011001101001101001101010011010100110011001110001011001100111000101100111000101100110011010100110011001100110011010011001100110001111000101100101011001100101100101011001011000111001011000111001010101100011001110010011100101001101100001111001001110000111010100111000101010110011100001110011001100101011001011001011000111000111010010011100101001110001110001101100010110100111000110101001101001100110100110011001101001100110011001011000111100011001100011100110010101100110010101100110010011101001100110001101100101011001100101100011100110011001011000111001011001100101011000111100001101011001100110001101100011101001100011100011100100111001011000110100111001010011100011001101010011100010101100110100110100110010101011000111001100110010011100011010011100110001011001101010011100011000111100011001011001011001100110011000110110011001100011100011100110001110001110011000110101010101011000110101011000110100111001100011
857,857,0,1,0011100101010011100011010101010101001110010011100011010100111000111000110011001110011000110010110011011000110100110011001101010011001100101100110011000111100010100111001100110001100111001100011001101100011001110001100011110010011001100101100110001110011001100011100101010110001110001101010110001100111001010011001110001100110110001100101100111000110011010011100001110011100011001100101011010011100001110011010011001100011110001010110010110010110011001011000111001100110010011100110001101100101010100111001100011010101001110001100110101010100110100110100110011010011001100110010110011001010110010110010110010101010110001110011000110011100101010100111001001101010011010100111000110010110011010100110100110011001010110011001100101011001010101100011100110001101011000110011010101011000101011010011100011001010110011001100110010110010101100011100110011000110011100101100011010101010110001100110101010101010100110100111000110100110100111000110011001101010101001100110100110101001100111000101011001110001100110011001100110100110011
858,858,0,1,0100110011001011001100011110001100110010110001110011001100110010110001110001110100110001110001110001110010101001110010011100011100011001100110101100010110011001110001011001011001100101100101100110001110010011100110010100110101010011100011001100110101001101001100110010101100110001111000100111001010101100011100101001110010100111000110101001110010011001101001110001100110101001101001100110011010011100001110011100011001100011110001100110010110011001100110010110011001011001100101011001010110010101100110001110010101011000110110001110010100111001001101010011100011010100110011100010110011010011100001110100110011001100110011001010110010110010101100110010011100110011000110101010110001110010011100011010101010101010011001110001100111000110001110110001011001100110011001011001100011101001100011100110001101011000111001011000101101001110011000101100111000110011001110001100110011001100110100110100110011001100101100110011001100110010101100110011001100101100101011000111010011001011000110110010110001110001110100101001110001110001
859,859,0,1,1100011011000110100111001001100111000110011001110001100101100110011010100110011000111001110000110110010110011000111001011000111001011000110101100011011000110011100101001110001100111000110100110100110110000111100011010011001100110100110100110011001100101100110011001100110011001100011100110011001100110001110011001100011101001100011100110011001010110010101100110011000111001101001100101011001100101100101100111000011100110100110011001100110011001011001100110011001101001100011101001100110010101100101100101100011100110010101001110010101010011100011001110001100101100110011010011001011000111001011000111000110101100011001101010011100011001100110011010100110010110011001100110011001100110010110010110011001011001100110011001100101100110011001101001100110011001011001110001100110011001100110011100011001100110011010100110100110101001101001100111000110011001110001100110101001110001100110011001110011000101011001110001110001100110011100011010101001101001110001100110110001100111000110011010101100011001100111000110101001101010011
860,860,0,1,1000101100110011010011100001110011001110000110011101001100101010101010101010100111001001101100001110110001100110011001011001110001011001010110011001011001100101100110010110001111000110010110001111000111000011110001100110101010100111001100010111000111010011000111001100011100111000101010110011010011001101001101001100110011001101010011001110001100011110010011001100110100110011001101001101001100110010110011010011100001110011010100110011001100110011001110001011001100110011010011010011010011001100110100110100110100110011010011010011001101001100110011001100110100110011001011000111100010101100100111010011000111001001110011000111000110110001100111001100011001110001110001100111001100011001110001101011000111001100011011000111001100101100101100011110001100110011001100111000111000110011100011100110001110010011110001010101011001100110011010011001010110011001110001011001011001100110011010011001100110011000111001110001001110011000111001100110001110001101010110001101010101010101001110001100110011011000110100111000101100111000
861,861,0,1,1101001101001110001100111000110011001101100011011000110011010101011000110101001110011001100011001110011001011001100101100101100101101010011001101001110000111100110001100110011100110010101010101100100111010011001100110001110101001100110011010011100001110101010100110011011000110010110011100011001110001100110011001101010011001101001100110011001101001100011110001011001010110011001101001100101100100111100011001100011101001101001100100111100010110011001011001101001100110011001101001101001100110011100011001110001011010100111001001101010101001110001101010101100011010100111100001100111001011001011000111001100110011001011001010110011001110000111100011001100110011100011100011001101010110001101100011100110011000110110011001011001100110011001100110100110011001101001101010011001101010011010101001101001101100010110011100011011000110010110100111001001101010011001100111000110011001100110011100010110011010011010011001100110011001100110100110100110011001100111000101011001110001100110100111000110011010100111001010011100011011000
862,862,0,1,1110010110001110011001010110011001100110100110011001101001110001011001110010011011000110101011000110101100011100101100101011000111100001110011001100101100110011100010101100111000101100110101010011100011001101010011100011100011010011100110001100111001011000111001010101011001010101100110010101011001100110011001100110011001100110011001110001100111000110011001110010011100101010100110110010110001110010101011001100101100101100110011000111100011001100110011001100111000110011001110001100110101001101100011001101010101010101001101010110001100110101011000111000111000111000110101100011100101011000111000111001100110001110011001010110011001010110011010100110010110011001110000111100011010100110101001101010011100011010101010011100101010101010101001110011001010101011000111000111010100101011000111010011001100101100101101001101001101001100110100111000110011100011010011100110001101010110001101100110011000111001100101100110011001100110100110011010011001101011000011110010100111000110101100011010110001101100101011000111001100101010
863,863,0,1,1011001010110010110011001100011100110011100001110011001100110011001101100001111000110011001101100011001101011000110011001110011001001101011000110110001110010110010110001110011010011001011001011001101001101010100110011100011001101010101100100111000111001100011100101100110001110011010011001100110011001100110011001101010100110101001100111000110011010101010100111001010100111000110110001110011000110110001110011001100101100011011001101001100110010101100110011100011000111100100110100111000110011100011011000111000111001100011100110011000111001100110100110011010011001100111000110011010101010101010101010101010110001110001111000011100110010101100110011001100111000110001111001001110001100110100111001100100111001001110010110010011110001011000111010100110100110100110011010110001011011000110101010101100011100110010100111001100110001110011001100101100110010110011001100110011001100110011001100110011010011010011001100110011001100110101001101001100110011010100110011010011100011001100111001001101010100111000111000110110010011100
864,864,0,1,1100110001110010110011001100110011001110001100111000111000110110001110011000111100010101011010011100011001011100011100101010100111001100110010110001110100110011100010110011001101010101010011100100111000111000111000111001100110001110011000111010011010011001011001011010100111000110011001101010101001110010011100011010110001110010011101001100100111010011001100101100110011001110001100110100111001001101010011100101010101010110001110011000111001101001100011101001100110011100010101100111001010011100011001110011000110011101001100101010101100101100110100110100110011001100110100111001010100110101010100111001100101010011100110010011101001100110001110011001100111000011011001110001100110011001110001101001110001101010101010011100110010101010101011001100101100110011001100110011001101100011001101001110001110010101010011100110010101100011100111000101010110011001110001101001101010100110110001101010110001110011001100011100101100110011001100110011010011100011001100110011100110001100111001010101100011011001100101011001011001100101
865,865,0,1,1001110001100011110011000101100111000111001100011001110100110010110001110011001101001101001100110011001101010110001011001110010110001100111001100011100011100110011000111001100101100110010101100111000110010110011010011100011001100111000111000110101011000110110001110011001010101100110010101100110011010011100001111000110011100011100011010110001110010110010101100101100110011001100110100111000110100110101100011010101100011100110001110011010011001011000111100011001100111000110011001101010101010100111001010100111001010101011001010110010110010110011001100110011010100110011100011001101011000110101100011100101100011100110011001100011110001100011110010100110101001101001110011000110101011001010110001110101001100101100110011001101001110010011010011100011010100111010010110001101011001011001010110011010011001010110011010101001100110100111000110011010101010101010101100011011001001110011001100100111010011001100011101001110000111010011010100110100110110000111100101010011100100111001010100111001100101100011100110011000111010100
866,866,0,1,1100110011010011010011001110001101001110001110010101010101100011100110010110010110011001110001011001100111000110101010011100110001110010101100011100110100111000011100110011100100110101010101001110010101010110001110011001011000111010100110010110011001101001101010011001101010011100011001110010100111000110101100011100100111001100110001110011000111001100101011001101001101001011001011001100111000110011001101010011100011001101011000110011100011100101100011010101100011100110011000111001100011101001100110011001100110001111001001101001100111000110011001110010100111001001101010110001101100101010110001110010110010110010110010110011001011001100110101001100110011001110001100111000110011100100111000111001001110010110001110011000111001100110011001011001100110011001110001011001101100011001100111000111001010100111000111001010101010110001110011001100011100110011000111001110000111001011001100110101001100101100110011100011001100110011011000110011010100111000110101100010110101100011011000111001010101010101100101100011100101100101
867,867,0,1,1001010110011001110000111001100110011001110001100110100111000110011100011010101011000110011100110011001001110011000111001100101100110011001011001101001100110011100010110011001101010110001011010011100011100011010011100011100101010011011001001110010011100110001101010110010101010110010011100110010101010110001110011001100011011001100011101001100011100110011001100011100110011100001110011001100110100110011001100110101001101001100111000110011010011100011011000110011100100111001010101010101100011100110001110001110100110010011100111000011010110011001011001100110011001100110011001011001100110011001100110100110011001100101100110100110011001100110011001100110011010010110011001011001100110011010011001100101100101100110011001100110100110001111000011101001100110011010011001011001011001110001100011101010011100010011110001101001100110011010100110100110011010011100011001011001110010011010100110100110110000111100101001101010100111000110011100011001110001101100011001100111000111000111000110011001101011000110101010011010011100011
